Movie Name,Year,Genre
Mr. Nice Guy ,1997,"Action|Comedy
"
Taste of Cherry ,1997,"Drama
"
Character ,Kara,"Drama
"
Junk Mail ,1997,"Comedy|Thriller
"
Species II ,1998,"Horror|Sci-Fi
"
Major League: Back to the Minors ,1998,"Comedy
"
Sour Grapes ,1998,"Comedy
"
Wild Man Blues ,1998,"Documentary
"
"Big Hit, The ",1998,"Action|Comedy
"
Tarzan and the Lost City ,1998,"Action|Adventure
"
"Truce, The ",1996,"Drama|War
"
Black Dog ,1998,"Action|Thriller
"
"Dancer, Texas Pop. 81 ",1998,"Comedy|Drama
"
"Friend of the Deceased, A ",1997,"Comedy|Drama
"
Go Now ,1995,"Drama
"
"Misérables, Les ",1998,"Drama
"
Still Breathing ,1997,"Comedy|Romance
"
Clockwatchers ,1997,"Comedy
"
Deep Impact ,1998,"Action|Drama|Sci-Fi|Thriller
"
Little Men ,1998,"Drama
"
Woo ,1998,"Comedy|Romance
"
"Hanging Garden, The ",1997,"Drama
"
Lawn Dogs ,1997,"Drama
"
Quest for Camelot ,1998,"Adventure|Animation|Children's|Fantasy
"
Godzilla ,1998,"Action|Sci-Fi
"
Bulworth ,1998,"Comedy
"
Fear and Loathing in Las Vegas ,1998,"Comedy|Drama
"
"Opposite of Sex, The ",1998,"Comedy|Drama
"
I Got the Hook Up ,1998,"Comedy
"
Almost Heroes ,1998,"Adventure|Comedy
"
Hope Floats ,1998,"Comedy|Drama|Romance
"
Insomnia ,1997,"Thriller
"
Little Boy Blue ,1997,"Drama
"
"Ugly, The ",1997,"Horror|Thriller
"
"Perfect Murder, A ",1998,"Mystery|Thriller
"
Beyond Silence ,1996,"Drama
"
Six Days Seven Nights ,1998,"Adventure|Comedy|Romance
"
Can't Hardly Wait ,1998,"Comedy|Drama|Romance
"
Cousin Bette ,1998,"Comedy
"
High Art ,1998,"Drama|Romance
"
"Land Girls, The ",1998,"Drama|War
"
Passion in the Desert ,1998,"Adventure|Drama
"
"Children of Heaven, The ",Bach,"Drama
"
Dear Jesse ,1997,"Documentary
"
Dream for an Insomniac ,1996,"Drama|Romance
"
Hav Plenty ,1997,"Comedy
"
Henry Fool ,1997,"Comedy|Drama
"
Marie Baie Des Anges ,1997,"Drama
"
Mr. Jealousy ,1997,"Comedy|Romance
"
Mulan ,1998,"Animation|Children's
"
Resurrection Man ,1998,"Drama|Thriller
"
"X-Files: Fight the Future, The ",1998,"Mystery|Sci-Fi|Thriller
"
I Went Down ,1997,"Action|Comedy|Crime
"
Doctor Dolittle ,1998,"Comedy
"
Out of Sight ,1998,"Action|Crime|Romance
"
Picnic at Hanging Rock ,1975,"Drama|Mystery
"
Smoke Signals ,1998,"Comedy|Drama
"
Voyage to the Beginning of the World ,1997,"Drama
"
Buffalo 66 ,1998,"Action|Comedy|Drama
"
Armageddon ,1998,"Action|Adventure|Sci-Fi|Thriller
"
Lethal Weapon 4 ,1998,"Action|Comedy|Crime|Drama
"
Madeline ,1998,"Children's|Comedy
"
Small Soldiers ,1998,"Animation|Children's|Fantasy|War
"
Pi ,1998,"Sci-Fi|Thriller
"
Whatever ,1998,"Drama
"
There's Something About Mary ,1998,"Comedy
"
Plan 9 from Outer Space ,1958,"Horror|Sci-Fi
"
Wings ,1927,"Drama|Romance|War
"
"Broadway Melody, The ",1929,"Musical
"
All Quiet on the Western Front ,1930,"War
"
Cimarron ,1931,"Western
"
Grand Hotel ,1932,"Drama
"
Cavalcade ,1933,"Drama
"
Mutiny on the Bounty ,1935,"Adventure
"
"Great Ziegfeld, The ",1936,"Musical
"
"Life of Émile Zola, The ",1937,"Drama
"
You Can't Take It With You ,1938,"Comedy
"
How Green Was My Valley ,1941,"Drama
"
Mrs. Miniver ,1942,"Drama|War
"
Going My Way ,1944,"Comedy
"
"Lost Weekend, The ",1945,"Drama
"
"Best Years of Our Lives, The ",1946,"Drama|War
"
Gentleman's Agreement ,1947,"Drama
"
Hamlet ,1948,"Drama
"
All the King's Men ,1949,"Drama
"
"Greatest Show on Earth, The ",1952,"Drama
"
From Here to Eternity ,1953,"Drama|Romance|War
"
On the Waterfront ,1954,"Crime|Drama
"
Marty ,1955,"Drama|Romance
"
West Side Story ,1961,"Musical|Romance
"
Tom Jones ,1963,"Comedy
"
"Man for All Seasons, A ",1966,"Drama
"
In the Heat of the Night ,1967,"Drama|Mystery
"
Oliver! ,1968,"Musical
"
Midnight Cowboy ,1969,"Drama
"
"French Connection, The ",1971,"Action|Crime|Drama|Thriller
"
Rocky ,1976,"Action|Drama
"
Kramer Vs. Kramer ,1979,"Drama
"
Ordinary People ,1980,"Drama
"
Chariots of Fire ,1981,"Drama
"
Terms of Endearment ,1983,"Comedy|Drama
"
Out of Africa ,1985,"Drama|Romance
"
"Last Emperor, The ",1987,"Drama|War
"
Rain Man ,1988,"Drama
"
Driving Miss Daisy ,1989,"Drama
"
Take the Money and Run ,1969,"Comedy
"
Klute ,1971,"Drama|Mystery
"
Repo Man ,1984,"Comedy|Sci-Fi
"
Metropolitan ,1990,"Comedy
"
Labyrinth ,1986,"Adventure|Children's|Fantasy
"
"Breakfast Club, The ",1985,"Comedy|Drama
"
"Nightmare on Elm Street Part 2: Freddy's Revenge, A ",1985,"Horror
"
"Nightmare on Elm Street 3: Dream Warriors, A ",1987,"Horror
"
"Nightmare on Elm Street 4: The Dream Master, A ",1988,"Horror
"
"Nightmare on Elm Street 5: The Dream Child, A ",1989,"Horror
"
Freddy's Dead: The Final Nightmare ,1991,"Horror
"
Friday the 13th ,1980,"Horror
"
Friday the 13th Part 2 ,1981,"Horror
"
Friday the 13th Part 3: 3D ,1982,"Horror
"
Friday the 13th: The Final Chapter ,1984,"Horror
"
Friday the 13th Part V: A New Beginning ,1985,"Horror
"
Friday the 13th Part VI: Jason Lives ,1986,"Horror
"
Friday the 13th Part VII: The New Blood ,1988,"Horror
"
Friday the 13th Part VIII: Jason Takes Manhattan ,1989,"Horror
"
Halloween ,1978,"Horror
"
Halloween II ,1981,"Horror
"
Halloween III: Season of the Witch ,1983,"Horror
"
Halloween 4: The Return of Michael Myers ,1988,"Horror
"
Halloween 5: The Revenge of Michael Myers ,1989,"Horror
"
Prom Night ,1980,"Horror
"
Hello Mary Lou: Prom Night II ,1987,"Horror
"
Prom Night III: The Last Kiss ,1989,"Horror
"
Prom Night IV: Deliver Us From Evil ,1992,"Horror
"
Child's Play ,1988,"Horror
"
Child's Play 2 ,1990,"Horror
"
Child's Play 3 ,1992,"Horror
"
Poltergeist ,1982,"Horror|Thriller
"
Poltergeist II: The Other Side ,1986,"Horror|Thriller
"
Poltergeist III ,1988,"Horror|Thriller
"
"Exorcist, The ",1973,"Horror
"
Exorcist II: The Heretic ,1977,"Horror
"
"Exorcist III, The ",1990,"Horror
"
Lethal Weapon ,1987,"Action|Comedy|Crime|Drama
"
Lethal Weapon 2 ,1989,"Action|Comedy|Crime|Drama
"
Lethal Weapon 3 ,1992,"Action|Comedy|Crime|Drama
"
Gremlins ,1984,"Comedy|Horror
"
Gremlins 2: The New Batch ,1990,"Comedy|Horror
"
"Goonies, The ",1985,"Adventure|Children's|Fantasy
"
"Mask of Zorro, The ",1998,"Action|Adventure|Romance
"
Polish Wedding ,1998,"Comedy
"
"This World, Then the Fireworks ",1996,"Crime|Drama|Film-Noir
"
Soylent Green ,1973,"Sci-Fi|Thriller
"
Metropolis ,1926,"Sci-Fi
"
Back to the Future Part II ,1989,"Comedy|Sci-Fi
"
Back to the Future Part III ,1990,"Comedy|Sci-Fi|Western
"
"Poseidon Adventure, The ",1972,"Action|Adventure
"
Freaky Friday ,1977,"Children's|Comedy
"
"Absent Minded Professor, The ",1961,"Children's|Comedy|Fantasy
"
"Apple Dumpling Gang Rides Again, The ",1979,"Children's|Comedy|Western
"
Babes in Toyland ,1961,"Children's|Fantasy|Musical
"
Bambi ,1942,"Animation|Children's
"
Seven Samurai ,The ,"Action|Drama
"
Dangerous Liaisons ,1988,"Drama|Romance
"
Dune ,1984,"Fantasy|Sci-Fi
"
"Last Temptation of Christ, The ",1988,"Drama
"
"Godfather: Part III, The ",1990,"Action|Crime|Drama
"
"Rapture, The ",1991,"Drama|Mystery
"
Lolita ,1997,"Drama|Romance
"
Disturbing Behavior ,1998,"Horror|Thriller
"
Mafia! ,1998,"Comedy|Crime
"
Saving Private Ryan ,1998,"Action|Drama|War
"
Billy's Hollywood Screen Kiss ,1997,"Comedy|Romance
"
East Palace West Palace ,Dong,"Drama
"
"$1,000,000 Duck ",1971,"Children's|Comedy
"
"Barefoot Executive, The ",1971,"Children's|Comedy
"
"Black Cauldron, The ",1985,"Animation|Children's
"
"Black Hole, The ",1979,"Sci-Fi
"
Blackbeard's Ghost ,1968,"Children's|Comedy
"
Blank Check ,1994,"Children's|Comedy
"
Candleshoe ,1977,"Adventure|Children's|Comedy
"
"Cat from Outer Space, The ",1978,"Children's|Comedy|Sci-Fi
"
Cheetah ,1989,"Adventure|Children's
"
"Computer Wore Tennis Shoes, The ",1970,"Children's|Comedy
"
Condorman ,1981,"Action|Adventure|Children's|Comedy
"
D2: The Mighty Ducks ,1994,"Children's|Comedy
"
Darby O'Gill and the Little People ,1959,"Adventure|Children's|Fantasy
"
"Devil and Max Devlin, The ",1981,"Comedy
"
"Far Off Place, A ",1993,"Adventure|Children's|Drama|Romance
"
Flight of the Navigator ,1986,"Adventure|Children's|Sci-Fi
"
"Gnome-Mobile, The ",1967,"Children's
"
"Great Mouse Detective, The ",1986,"Animation|Children's
"
"Happiest Millionaire, The ",1967,"Comedy|Musical
"
Herbie Goes Bananas ,1980,"Adventure|Children's|Comedy
"
Herbie Goes to Monte Carlo ,1977,"Adventure|Children's|Comedy
"
Hocus Pocus ,1993,"Children's|Comedy
"
"Honey, I Blew Up the Kid ",1992,"Children's|Comedy|Sci-Fi
"
"Honey, I Shrunk the Kids ",1989,"Adventure|Children's|Comedy|Fantasy|Sci-Fi
"
Hot Lead and Cold Feet ,1978,"Comedy|Western
"
In Search of the Castaways ,1962,"Adventure|Children's
"
"Incredible Journey, The ",1963,"Adventure|Children's
"
"Negotiator, The ",1998,"Action|Thriller
"
"Parent Trap, The ",1998,"Children's|Drama
"
BASEketball ,1998,"Comedy
"
Full Tilt Boogie ,1997,"Documentary
"
"Governess, The ",1998,"Drama|Romance
"
Seventh Heaven ,Le S,"Drama|Romance
"
Roger & Me ,1989,"Comedy|Documentary
"
"Purple Rose of Cairo, The ",1985,"Comedy|Drama|Romance
"
Out of the Past ,1947,"Film-Noir
"
Doctor Zhivago ,1965,"Drama|Romance|War
"
Fanny and Alexander ,1982,"Drama
"
"Trip to Bountiful, The ",1985,"Drama
"
Tender Mercies ,1983,"Drama
"
And the Band Played On ,1993,"Drama
"
"'burbs, The ",1989,"Comedy
"
Fandango ,1985,"Comedy
"
"Night Porter, The ",Il P,"Drama
"
Mephisto ,1981,"Drama|War
"
Blue Velvet ,1986,"Drama|Mystery
"
"Journey of Natty Gann, The ",1985,"Adventure|Children's
"
"Jungle Book, The ",1967,"Animation|Children's|Comedy|Musical
"
Kidnapped ,1960,"Children's|Drama
"
Lady and the Tramp ,1955,"Animation|Children's|Comedy|Musical|Romance
"
"Little Mermaid, The ",1989,"Animation|Children's|Comedy|Musical|Romance
"
"Mighty Ducks, The ",1992,"Children's|Comedy
"
"Muppet Christmas Carol, The ",1992,"Children's|Musical
"
Newsies ,1992,"Children's|Musical
"
101 Dalmatians ,1961,"Animation|Children's
"
One Magic Christmas ,1985,"Drama|Fantasy
"
Peter Pan ,1953,"Animation|Children's|Fantasy|Musical
"
Popeye ,1980,"Adventure|Comedy|Musical
"
"Rescuers Down Under, The ",1990,"Animation|Children's
"
"Rescuers, The ",1977,"Animation|Children's
"
Return from Witch Mountain ,1978,"Children's|Sci-Fi
"
"Return of Jafar, The ",1993,"Animation|Children's|Musical
"
Return to Oz ,1985,"Adventure|Children's|Fantasy|Sci-Fi
"
"Rocketeer, The ",1991,"Action|Adventure|Sci-Fi
"
"Shaggy D.A., The ",1976,"Children's|Comedy
"
Sleeping Beauty ,1959,"Animation|Children's|Musical
"
Something Wicked This Way Comes ,1983,"Children's|Horror
"
Son of Flubber ,1963,"Children's|Comedy
"
Song of the South ,1946,"Adventure|Animation|Children's|Musical
"
Splash ,1984,"Comedy|Fantasy|Romance
"
Squanto: A Warrior's Tale ,1994,"Adventure|Drama
"
Steamboat Willie ,1940,"Animation|Children's|Comedy|Musical
"
Tall Tale ,1994,"Adventure|Children's
"
Tex ,1982,"Drama
"
Tron ,1982,"Action|Adventure|Fantasy|Sci-Fi
"
Swing Kids ,1993,"Drama|War
"
Halloween: H20 ,1998,"Horror|Thriller
"
L.A. Story ,1991,"Comedy|Romance
"
"Jerk, The ",1979,"Comedy
"
Dead Men Don't Wear Plaid ,1982,"Comedy|Crime|Thriller
"
"Man with Two Brains, The ",1983,"Comedy
"
Grand Canyon ,1991,"Crime|Drama
"
Graveyard Shift ,1990,"Horror|Thriller
"
"Outsiders, The ",1983,"Drama
"
Indiana Jones and the Temple of Doom ,1984,"Action|Adventure
"
"Lord of the Rings, The ",1978,"Adventure|Animation|Children's|Sci-Fi
"
Nineteen Eighty-Four ,1984,"Drama|Sci-Fi
"
"Dead Zone, The ",1983,"Horror|Thriller
"
Maximum Overdrive ,1986,"Horror
"
Needful Things ,1993,"Drama|Horror
"
Cujo ,1983,"Horror|Thriller
"
Children of the Corn ,1984,"Horror|Thriller
"
All Dogs Go to Heaven ,1989,"Animation|Children's
"
"Addams Family, The ",1991,"Comedy
"
Ever After: A Cinderella Story ,1998,"Drama|Romance
"
Snake Eyes ,1998,"Action|Crime|Mystery|Thriller
"
"First Love, Last Rites ",1997,"Drama|Romance
"
Safe Men ,1998,"Comedy
"
"Saltmen of Tibet, The ",1997,"Documentary
"
Atlantic City ,1980,"Crime|Drama|Romance
"
Autumn Sonata ,Höst,"Drama
"
Who's Afraid of Virginia Woolf? ,1966,"Drama
"
Adventures in Babysitting ,1987,"Adventure|Comedy
"
Weird Science ,1985,"Comedy
"
Doctor Dolittle ,1967,"Adventure|Musical
"
"Nutty Professor, The ",1963,"Comedy
"
Charlotte's Web ,1973,"Animation|Children's
"
Watership Down ,1978,"Animation|Children's|Drama|Fantasy
"
"Secret of NIMH, The ",1982,"Animation|Children's
"
"Dark Crystal, The ",1982,"Children's|Fantasy|Sci-Fi
"
"American Tail, An ",1986,"Animation|Children's|Comedy
"
"American Tail: Fievel Goes West, An ",1991,"Animation|Children's|Comedy
"
Legend ,1985,"Adventure|Fantasy|Romance
"
Sixteen Candles ,1984,"Comedy
"
Pretty in Pink ,1986,"Comedy|Drama|Romance
"
St. Elmo's Fire ,1985,"Drama|Romance
"
"Clan of the Cave Bear, The ",1986,"Drama
"
House ,1986,"Comedy|Horror
"
House II: The Second Story ,1987,"Comedy|Horror
"
"Gods Must Be Crazy, The ",1980,"Comedy
"
"Gods Must Be Crazy II, The ",1989,"Comedy
"
Air Bud: Golden Receiver ,1998,"Children's|Comedy
"
"Avengers, The ",1998,"Action|Adventure
"
How Stella Got Her Groove Back ,1998,"Drama|Romance
"
"Slums of Beverly Hills, The ",1998,"Comedy
"
"Best Man, The ",Il T,"Comedy|Drama
"
"Chambermaid on the Titanic, The ",1998,"Romance
"
"Henry: Portrait of a Serial Killer, Part 2 ",1996,"Crime|Horror
"
Henry: Portrait of a Serial Killer ,1990,"Crime|Horror
"
Rosemary's Baby ,1968,"Horror|Thriller
"
"NeverEnding Story, The ",1984,"Adventure|Children's|Fantasy
"
"NeverEnding Story II: The Next Chapter, The ",1990,"Adventure|Children's|Fantasy
"
Attack of the Killer Tomatoes! ,1980,"Comedy|Horror
"
Surf Nazis Must Die ,1987,"Drama
"
Your Friends and Neighbors ,1998,"Drama
"
Return to Paradise ,1998,"Drama|Romance
"
Blade ,1998,"Action|Adventure|Horror
"
Dance with Me ,1998,"Drama|Romance
"
Dead Man on Campus ,1998,"Comedy
"
Wrongfully Accused ,1998,"Action|Comedy
"
"Next Stop, Wonderland ",1998,"Comedy|Drama|Romance
"
Strike! ,a.k.,"Comedy
"
"Navigator: A Mediaeval Odyssey, The ",1988,"Adventure|Fantasy|Sci-Fi
"
Beetlejuice ,1988,"Comedy|Fantasy
"
Déjà Vu ,1997,"Drama|Romance
"
Rope ,1948,"Thriller
"
Family Plot ,1976,"Comedy|Thriller
"
Frenzy ,1972,"Thriller
"
Topaz ,1969,"Thriller
"
Torn Curtain ,1966,"Thriller
"
Marnie ,1964,"Thriller
"
"Wrong Man, The ",1956,"Drama|Film-Noir|Thriller
"
"Man Who Knew Too Much, The ",1956,"Thriller
"
"Trouble with Harry, The ",1955,"Mystery|Thriller
"
I Confess ,1953,"Thriller
"
Strangers on a Train ,1951,"Film-Noir|Thriller
"
Stage Fright ,1950,"Mystery|Thriller
"
54 ,1998,"Drama
"
I Married A Strange Person ,1997,"Animation
"
Why Do Fools Fall In Love? ,1998,"Drama
"
"Merry War, A ",1997,"Comedy
"
See the Sea ,Rega,"Drama
"
Willow ,1988,"Action|Adventure|Fantasy
"
"Untouchables, The ",1987,"Action|Crime|Drama
"
Dirty Work ,1998,"Comedy
"
Knock Off ,1998,"Action
"
Firelight ,1997,"Drama
"
Modulations ,1998,"Documentary
"
Phoenix ,1998,"Crime|Drama
"
Under Capricorn ,1949,"Drama
"
"Paradine Case, The ",1947,"Drama
"
Lifeboat ,1944,"Drama|Thriller|War
"
Shadow of a Doubt ,1943,"Film-Noir|Thriller
"
Saboteur ,1942,"Thriller
"
Mr. & Mrs. Smith ,1941,"Comedy
"
Suspicion ,1941,"Mystery|Thriller
"
Jamaica Inn ,1939,"Drama
"
"Lady Vanishes, The ",1938,"Comedy|Mystery|Romance|Thriller
"
Young and Innocent ,1937,"Crime|Thriller
"
Sabotage ,1936,"Thriller
"
Secret Agent ,1936,"Thriller
"
"Man Who Knew Too Much, The ",1934,"Thriller
"
Waltzes from Vienna ,1933,"Comedy|Musical
"
Number Seventeen ,1932,"Thriller
"
Rich and Strange ,1932,"Comedy|Romance
"
"Skin Game, The ",1931,"Drama
"
Elstree Calling ,1930,"Comedy|Musical
"
Juno and Paycock ,1930,"Drama
"
Murder! ,1930,"Mystery|Thriller
"
"Manxman, The ",1929,"Drama
"
Blackmail ,1929,"Thriller
"
Champagne ,1928,"Comedy
"
"Farmer's Wife, The ",1928,"Comedy
"
Downhill ,1927,"Drama
"
Easy Virtue ,1927,"Drama
"
"Ring, The ",1927,"Drama
"
"Lodger, The ",1926,"Thriller
"
"Mountain Eagle, The ",1926,"Drama
"
"Pleasure Garden, The ",1925,"Drama
"
Always Tell Your Wife ,1923,"Comedy
"
Rounders ,1998,"Crime|Drama
"
Cube ,1997,"Sci-Fi|Thriller
"
Digging to China ,1998,"Drama
"
Let's Talk About Sex ,1998,"Drama
"
One Man's Hero ,1999,"Drama|War
"
Simon Birch ,1998,"Drama
"
Without Limits ,1998,"Drama
"
Seven Beauties ,Pasq,"Comedy|Drama
"
Swept Away ,Trav,"Comedy|Drama
"
My Bodyguard ,1980,"Drama
"
Class ,1983,"Comedy
"
"Grandview, U.S.A. ",1984,"Drama
"
Broadcast News ,1987,"Comedy|Drama|Romance
"
"Allnighter, The ",1987,"Comedy|Romance
"
Working Girl ,1988,"Comedy|Drama
"
Stars and Bars ,1988,"Comedy
"
Married to the Mob ,1988,"Comedy
"
Say Anything... ,1989,"Comedy|Drama|Romance
"
My Blue Heaven ,1990,"Comedy
"
Men Don't Leave ,1990,"Drama
"
"Cabinet of Dr. Ramirez, The ",1991,"Comedy
"
Hero ,1992,"Comedy|Drama
"
Toys ,1992,"Action|Comedy|Fantasy
"
Choices ,1981,"Drama
"
Young Doctors in Love ,1982,"Comedy
"
Parasite ,1982,"Horror|Sci-Fi
"
No Small Affair ,1984,"Comedy|Romance
"
Master Ninja I ,1984,"Action
"
Blame It on Rio ,1984,"Comedy|Romance
"
Wisdom ,1986,"Action|Crime
"
One Crazy Summer ,1986,"Comedy
"
About Last Night... ,1986,"Comedy|Drama|Romance
"
"Seventh Sign, The ",1988,"Thriller
"
We're No Angels ,1989,"Drama
"
Nothing But Trouble ,1991,"Adventure|Comedy
"
"Butcher's Wife, The ",1991,"Comedy|Romance
"
Mortal Thoughts ,1991,"Mystery|Thriller
"
"Few Good Men, A ",1992,"Crime|Drama
"
Indecent Proposal ,1993,"Drama
"
"Century of Cinema, A ",1994,"Documentary
"
Permanent Midnight ,1998,"Drama
"
One True Thing ,1998,"Drama
"
Rush Hour ,1998,"Action|Thriller
"
Lilian's Story ,1995,"Drama
"
Six-String Samurai ,1998,"Action|Adventure|Sci-Fi
"
"Soldier's Daughter Never Cries, A ",1998,"Drama
"
Somewhere in the City ,1997,"Drama
"
Ronin ,1998,"Action|Crime|Thriller
"
Urban Legend ,1998,"Horror|Thriller
"
Clay Pigeons ,1998,"Crime
"
Monument Ave. ,1998,"Crime
"
Pecker ,1998,"Comedy|Drama
"
"Sheltering Sky, The ",1990,"Drama
"
Bandit Queen ,1994,"Drama
"
If.... ,1968,"Drama
"
"Fiendish Plot of Dr. Fu Manchu, The ",1980,"Comedy
"
Them! ,1954,"Sci-Fi|Thriller|War
"
"Thing, The ",1982,"Action|Horror|Sci-Fi|Thriller
"
"Player, The ",1992,"Comedy|Drama
"
Stardust Memories ,1980,"Comedy|Drama
"
Edward Scissorhands ,1990,"Drama|Romance
"
Overnight Delivery ,1996,"Romance
"
Shadrach ,1998,"Drama
"
Antz ,1998,"Animation|Children's
"
"Impostors, The ",1998,"Comedy
"
"Night at the Roxbury, A ",1998,"Comedy
"
What Dreams May Come ,1998,"Drama|Romance
"
Strangeland ,1998,"Thriller
"
"Battle of the Sexes, The ",1959,"Comedy
"
"Producers, The ",1968,"Comedy|Musical
"
History of the World: Part I ,1981,"Comedy
"
My Cousin Vinny ,1992,"Comedy
"
Nashville ,1975,"Drama|Musical
"
Love Is the Devil ,1998,"Drama
"
Slam ,1998,"Drama
"
Holy Man ,1998,"Comedy
"
One Tough Cop ,1998,"Action|Drama
"
Detroit 9000 ,1973,"Action|Crime
"
"Inheritors, The ",Die ,"Drama
"
"Mighty, The ",1998,"Drama
"
2010 ,1984,"Mystery|Sci-Fi
"
Children of a Lesser God ,1986,"Drama
"
"Elephant Man, The ",1980,"Drama
"
Beloved ,1998,"Drama
"
Bride of Chucky ,1998,"Horror|Thriller
"
Practical Magic ,1998,"Drama|Romance
"
"Alarmist, The ",1997,"Comedy
"
Happiness ,1998,"Comedy
"
Reach the Rock ,1997,"Comedy
"
Apt Pupil ,1998,"Drama|Thriller
"
Pleasantville ,1998,"Comedy
"
Soldier ,1998,"Action|Adventure|Sci-Fi|Thriller|War
"
"Cruise, The ",1998,"Documentary
"
Life Is Beautiful ,La V,"Comedy|Drama
"
Orgazmo ,1997,"Comedy
"
Shattered Image ,1998,"Drama|Thriller
"
Tales from the Darkside: The Movie ,1990,"Horror
"
Vampires ,1998,"Horror
"
American History X ,1998,"Drama
"
Hands on a Hard Body ,1996,"Documentary
"
Living Out Loud ,1998,"Comedy|Romance
"
Belly ,1998,"Crime|Drama
"
Gods and Monsters ,1998,"Drama
"
"Siege, The ",1998,"Action|Thriller
"
"Waterboy, The ",1998,"Comedy
"
Elizabeth ,1998,"Drama
"
Velvet Goldmine ,1998,"Drama
"
I Still Know What You Did Last Summer ,1998,"Horror|Mystery|Thriller
"
I'll Be Home For Christmas ,1998,"Comedy|Romance
"
Meet Joe Black ,1998,"Romance
"
Dancing at Lughnasa ,1998,"Drama
"
Hard Core Logo ,1996,"Comedy
"
"Naked Man, The ",1998,"Drama
"
Runaway Train ,1985,"Action|Adventure|Drama|Thriller
"
Desert Bloom ,1986,"Drama
"
"Stepford Wives, The ",1975,"Sci-Fi|Thriller
"
"Pope of Greenwich Village, The ",1984,"Action
"
Sid and Nancy ,1986,"Drama
"
Mona Lisa ,1986,"Comedy|Thriller
"
Heart Condition ,1990,"Comedy
"
Nights of Cabiria ,Le N,"Drama
"
"Big Chill, The ",1983,"Comedy|Drama
"
Enemy of the State ,1998,"Action|Thriller
"
"Rugrats Movie, The ",1998,"Animation|Children's|Comedy
"
"Bug's Life, A ",1998,"Animation|Children's|Comedy
"
Celebrity ,1998,"Comedy
"
Central Station ,Cent,"Drama
"
Savior ,1998,"Drama
"
Waking Ned Devine ,1998,"Comedy
"
"Celebration, The ",Fest,"Drama
"
Pink Flamingos ,1972,"Comedy
"
Glen or Glenda ,1953,"Drama
"
Godzilla ,Goji,"Action|Sci-Fi
"
Godzilla ,Goji,"Action|Sci-Fi
"
King Kong vs. Godzilla ,King,"Action|Sci-Fi
"
King Kong ,1933,"Action|Adventure|Horror
"
King Kong ,1976,"Action|Adventure|Horror
"
King Kong Lives ,1986,"Action|Adventure|Horror
"
Desperately Seeking Susan ,1985,"Comedy|Romance
"
"Emerald Forest, The ",1985,"Action|Adventure|Drama
"
Fletch ,1985,"Comedy
"
Fletch Lives ,1989,"Comedy
"
Red Sonja ,1985,"Action|Adventure
"
Gung Ho ,1986,"Comedy|Drama
"
"Money Pit, The ",1986,"Comedy
"
"View to a Kill, A ",1985,"Action
"
Lifeforce ,1985,"Horror|Sci-Fi
"
Police Academy ,1984,"Comedy
"
Police Academy 2: Their First Assignment ,1985,"Comedy
"
Police Academy 3: Back in Training ,1986,"Comedy
"
Police Academy 4: Citizens on Patrol ,1987,"Comedy
"
Police Academy 5: Assignment: Miami Beach ,1988,"Comedy
"
Police Academy 6: City Under Siege ,1989,"Comedy
"
Babe: Pig in the City ,1998,"Children's|Comedy
"
Home Fries ,1998,"Comedy|Romance
"
Jerry Springer: Ringmaster ,1998,"Drama
"
Very Bad Things ,1998,"Comedy|Crime
"
Steam: The Turkish Bath ,Hama,"Drama|Romance
"
Psycho ,1998,"Crime|Horror|Thriller
"
Little Voice ,1998,"Comedy
"
"Simple Plan, A ",1998,"Crime|Thriller
"
Jack Frost ,1998,"Comedy|Drama
"
Star Trek: Insurrection ,1998,"Action|Sci-Fi
"
"Prince of Egypt, The ",1998,"Animation|Musical
"
Rushmore ,1998,"Comedy
"
Shakespeare in Love ,1998,"Comedy|Romance
"
Mass Appeal ,1984,"Drama
"
Miracle on 34th Street ,1947,"Drama
"
Santa Claus: The Movie ,1985,"Adventure|Children's|Fantasy
"
Prancer ,1989,"Children's|Drama
"
Pale Rider ,1985,"Western
"
Rambo: First Blood Part II ,1985,"Action|War
"
First Blood ,1982,"Action
"
Rambo III ,1988,"Action|War
"
"Jewel of the Nile, The ",1985,"Action|Adventure|Comedy|Romance
"
Romancing the Stone ,1984,"Action|Adventure|Comedy|Romance
"
Cocoon ,1985,"Comedy|Sci-Fi
"
Cocoon: The Return ,1988,"Comedy|Sci-Fi
"
Rocky II ,1979,"Action|Drama
"
Rocky III ,1982,"Action|Drama
"
Rocky IV ,1985,"Action|Drama
"
Rocky V ,1990,"Action|Drama
"
Clue ,1985,"Comedy|Mystery
"
Young Sherlock Holmes ,1985,"Action|Adventure|Mystery
"
Violets Are Blue... ,1986,"Drama|Romance
"
Back to School ,1986,"Comedy
"
Heartburn ,1986,"Comedy|Drama
"
Nothing in Common ,1986,"Comedy
"
Extremities ,1986,"Drama|Thriller
"
"Karate Kid, The ",1984,"Drama
"
"Karate Kid, Part II, The ",1986,"Action|Adventure|Drama
"
"Karate Kid III, The ",1989,"Action|Adventure|Drama
"
Christmas Vacation ,1989,"Comedy
"
You've Got Mail ,1998,"Comedy|Romance
"
"General, The ",1998,"Crime
"
"Theory of Flight, The ",1998,"Comedy|Drama|Romance
"
"Thin Red Line, The ",1998,"Action|Drama|War
"
"Faculty, The ",1998,"Horror|Sci-Fi
"
Mighty Joe Young ,1998,"Adventure|Children's|Drama
"
